1	28.75430164	6.011077585	50.99722013
1	80.45821313	7.425220176	50.90738363
1	68.53311295	62.92235503	49.85610426
1	54.37568106	67.38701959	50.21491747
1	74.43077235	4.42125388	51.6874888
1	48.69122951	65.79112324	50.94046149
1	69.77928309	62.75649689	48.58655646
1	3.546974812	25.43706887	52.3108206
1	2.556093632	32.99584556	51.69765394
1	15.75234459	14.20386837	48.4609937
1	91.0432279	45.02600043	51.9765694
1	10.37605176	19.63879719	53.89441843
1	31.90939099	63.15719765	50.18238641
1	61.15497118	61.9823871	52.16819714
1	98.14408339	25.89888122	53.32215134
1	90.66947663	49.93741071	48.03661366
1	2.32399618	33.93254863	51.22119744
1	77.60851576	58.9244528	51.60910563
1	63.80836098	63.94855633	50.23102069
1	11.02366539	21.38263721	52.45470091
1	78.32635313	9.430160817	49.06868956
1	16.63281811	10.79422011	50.50696267
1	24.79196968	61.21370865	50.01325369
1	8.141115138	20.87083935	49.41524539
1	53.30683627	5.301129426	52.19546883
1	77.02403057	59.93414619	49.88566137
1	90.44212357	18.47134252	50.19991112
1	33.10477238	66.69695933	49.15836188
1	13.50768813	15.09091399	45.87444488
1	45.34345998	2.947346967	50.96920799
1	91.40094097	46.76860264	52.19274278
1	85.19873389	57.52763353	49.08523387
1	99.24491991	31.67354495	51.03515557
1	40.3136341	3.945262253	48.49089227
1	87.20411106	51.47540922	51.38387053
1	87.65190806	53.95383938	49.81841298
1	46.54369662	65.94302512	49.18562701
1	30.50773193	3.444445058	50.8535779
1	46.03015411	68.33908991	51.60469802
1	73.66306068	9.057793068	50.95462496
1	38.78097236	62.67877772	48.49300649
1	20.24531064	55.85148972	48.71569282
1	10.07889031	15.31526205	50.13888567
1	23.0958668	5.98901532	53.12336796
1	16.09107964	56.57961133	51.41057717
1	18.23672282	59.46304145	49.67740512
1	28.20956022	3.530006521	48.30931179
1	16.66984518	10.11200277	46.73064218
1	78.54607206	60.7726154	49.13498842
1	22.76948502	10.57978966	48.05749401
1	57.86912331	3.339982096	50.54085255
1	85.89023274	14.47541971	49.28404625
1	36.21847055	3.207895563	50.72486392
1	40.16371561	2.517110723	50.66018534
1	63.9414082	3.67539224	50.06589051
1	48.43987479	1.144780445	50.42734557
1	60.3561925	3.349436	50.5643841
1	92.48538099	18.82852472	49.1948183
1	68.22847967	62.00399923	48.63247078
1	3.368846333	32.31512974	51.61283359
1	1.950979746	34.87729998	54.30376406
1	47.23456775	65.94185608	50.32210421
1	86.34860743	55.89347552	48.18472663
1	74.01237155	60.47495463	48.66732749
1	4.662983742	37.79820377	46.10384341
1	8.253983166	18.26420833	48.3302015
1	0.676702993	28.51589672	49.43930176
1	44.44685845	67.51506905	47.90765972
1	19.42822657	56.94173877	50.74892918
1	86.20635396	12.62450799	49.87496393
1	68.34296892	63.72273924	48.76969921
1	72.91017808	61.49393033	50.0362305
1	1.752303018	24.33204719	50.00234717
1	60.410792	4.47204062	48.42492083
1	7.961971642	49.06939591	50.99583418
